,tag,src,tgt,pred
950,3942,<RX_3>C=C(c1cccc(C(F)(F)F)c1)c1cccc(C(F)(F)F)c1,O=C(c1cccc(C(F)(F)F)c1)c1cccc(C(F)(F)F)c1.[Li]CCCC,CC(C)(C)[O-].O=C(c1cccc(C(F)(F)F)c1)c1cccc(C(F)(F)F)c1
951,3949,<RX_2>CCOC(=O)C(Cc1ccc(OC)c(CNC(=O)c2ccc(C(F)(F)F)cc2F)c1)OC(C)C,CCOC(=O)C(Cc1ccc(OC)c(CN)c1)OC(C)C.O=C([O-])c1ccc(C(F)(F)F)cc1F,CCOC(=O)C(Cc1ccc(OC)c(CN)c1)OC(C)C.O=C(O)c1ccc(C(F)(F)F)cc1F
952,3950,<RX_6>CC(C)(C)OC(=O)N[C@@H]1CCN(c2cccc3ccc(O)cc23)C1,CC(C)(C)OC(=O)N[C@@H]1CCN(c2cccc3ccc(O[Si](C)(C)C(C)(C)C)cc23)C1,CC(C)(C)OC(=O)N[C@@H]1CCN(c2cccc3ccc(OCc4ccccc4)cc23)C1
953,3952,<RX_3>COc1cc(/C=C/c2ccccc2)cnc1OC,CC1(C)OB(/C=C/c2ccccc2)OC1(C)C.COc1cc(Br)cnc1OC,C=Cc1ccccc1.COc1cc(Br)cnc1OC
954,3954,<RX_1>CC1(C)CC(N)c2ccccc21,CC1(C)CC(=O)c2ccccc21.[BH3-]C#N,CC1(C)CC(=O)c2ccccc21.[NH4+]
955,3958,<RX_7>COc1cc(CO)c(OC)c(C)c1C,COc1cc(COC(C)=O)c(OC)c(C)c1C,COc1cc(C(=O)O)c(OC)c(C)c1C
956,3970,<RX_7>COC(=O)C1CNCc2ccc(OC)cc21,COC(=O)C1CN=Cc2ccc(OC)cc21,COC(=O)c1c[nH]c2ccc(OC)cc12
957,3972,<RX_2>O=C1CC(C(NC(=O)OCc2ccccc2)C(=O)OCC(Cl)(Cl)Cl)C(=O)N1,O=C1CC(C(NC(=O)OCc2ccccc2)C(=O)O)C(=O)N1.OCC(Cl)(Cl)Cl,NC(C(=O)OCC(Cl)(Cl)Cl)C1CC(=O)NC1=O.O=C(Cl)OCc1ccccc1
958,3975,<RX_8>CCCc1c(OCCCS(=O)CC2COC(CCC(=O)O)(CCC(=O)O)S2)ccc(C(C)=O)c1O,CCCc1c(OCCCSCC2COC(CCC(=O)O)(CCC(=O)O)S2)ccc(C(C)=O)c1O.O=C(OO)c1ccccc1Cl,CCCc1c(OCCCSCC2COC(CCC(=O)O)(CCC(=O)O)S2)ccc(C(C)=O)c1O.O=C(OO)c1cccc(Cl)c1
959,3976,<RX_6>CC(C)(O)c1ccc(/C=C/C(=O)O)cc1O,CCOC(=O)/C=C/c1ccc(C(C)(C)O)c(O)c1,CCOC(=O)C=Cc1ccc(C(C)(C)O)c(O)c1
960,3977,<RX_7>C[C@H]1C(=O)N([C@H](CO)CCC(=O)N2CCC3(CC3)[C@H](O)C2)CCN1C(=O)Nc1ccc(C(F)(F)F)c(C(F)(F)F)c1,COC(=O)[C@H](CCC(=O)N1CCC2(CC2)[C@H](O)C1)N1CCN(C(=O)Nc2ccc(C(F)(F)F)c(C(F)(F)F)c2)[C@@H](C)C1=O,
961,3978,<RX_1>CCCSc1cc(Br)cc(OC)c1,CCC[S-].COc1cc(Br)cc(Br)c1,CCCS.COc1cc(Br)cc(Br)c1
962,3981,<RX_6>C#Cc1ccc(N)c(NC(=O)/C=C/c2ccc(NC(C)=O)cc2)c1,C#Cc1ccc(NC(=O)OC(C)(C)C)c(NC(=O)/C=C/c2ccc(NC(C)=O)cc2)c1,CC(=O)Nc1ccc(/C=C/C(=O)Nc2cc(C#C[Si](C)(C)C)ccc2N)cc1
963,3985,<RX_3>CC(C)(F)C[C@H](N[C@@H](c1ccc(-c2ccc(C(O)C(F)(F)F)cc2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1,CC(C)(F)C[C@H](N[C@@H](c1ccc(B2OC(C)(C)C(C)(C)O2)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1.OC(c1ccc(Br)cc1)C(F)(F)F,CC(C)(F)C[C@H](N[C@@H](c1ccc(Br)cc1)C(F)(F)F)C(=O)NC1(C#N)CC1.OB(O)c1ccc(C(O)C(F)(F)F)cc1
964,3986,<RX_2>N=C(N)N1CCCC(CNC(=O)[C@@H](Cc2c[nH]c3ccccc23)NS(=O)(=O)c2ccc3ccccc3c2)C1,N=C(N)N1CCCC(CN)C1.O=C(O)[C@@H](Cc1c[nH]c2ccccc12)NS(=O)(=O)c1ccc2ccccc2c1,
965,3990,<RX_6>O=C(O)C(F)(F)F,CN(CCNC(=O)c1nc(Cl)c(N)nc1N)C(=O)OC(C)(C)C,CCCCCCCCCCCCCCCCCCCCCNC(=O)OC(C)(C)C
966,3992,<RX_3>N#Cc1ccccc1-c1cc(-c2ccccn2)cn(-c2ccccn2)c1=O,N#Cc1ccccc1B1OC=CC(C(=O)[O-])O1.O=c1c(Br)cc(-c2ccccn2)cn1-c1ccccn1,N#Cc1ccccc1B(O)O.O=c1c(Br)cc(-c2ccccn2)cn1-c1ccccn1
967,3994,<RX_6>O=C(O)Cn1c(SCc2ccccc2)nc2cc([N+](=O)[O-])ccc21,CC(C)(C)OC(=O)Cn1c(SCc2ccccc2)nc2cc([N+](=O)[O-])ccc21,CCOC(=O)Cn1c(SCc2ccccc2)nc2cc([N+](=O)[O-])ccc21
968,3995,<RX_6>Cn1cc(CCN)cn1,Cn1cc(CCNC(=O)OCc2ccccc2)cn1,Cn1cc(CCN2C(=O)c3ccccc3C2=O)cn1
969,3999,<RX_6>NCC1CC2(CCN1)OCCO2,O=C1c2ccccc2C(=O)N1CC1CC2(CCN1)OCCO2,CC(C)(C)OC(=O)NCC1CC2(CCN1)OCCO2
970,4012,<RX_1>CC(C)N1CCN(C(=O)OCc2ccccc2)CC1C,CC(C)I.C[C@H]1CN(C(=O)OCc2ccccc2)CCN1,CC(C)N1CCN(C(=O)OCc2ccccc2)CC1C.CCI
971,4015,<RX_9>CC(C)(C)Nc1nc(N)cc2ncn(CCO)c(=O)c12,CC(C)(C)Nc1nc(Cl)cc2ncn(CCO)c(=O)c12.[NH4+],CC(C)(C)Nc1nc(Cl)cc2ncn(CCO)c(=O)c12.N
972,4017,<RX_6>COc1ccc(CN2C(=O)CN(Cc3cccc(C[C@H](NC(=O)OC(C)(C)C)C(=O)O)c3)S2(=O)=O)cc1,COc1ccc(CN2C(=O)CN(Cc3cccc(C[C@H](NC(=O)OC(C)(C)C)C(=O)OCc4ccccc4)c3)S2(=O)=O)cc1,COC(=O)[C@H](Cc1cccc(CN2CC(=O)N(Cc3ccc(OC)cc3)S2(=O)=O)c1)NC(=O)OC(C)(C)C
973,4019,<RX_1>Fc1cccc(COc2ccc(Nc3ncncc3C#Cc3cccc(CNCCN4CCOCC4)n3)cc2Cl)c1,NCCN1CCOCC1.OCc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)n1,NCCN1CCOCC1.O=Cc1cccc(C#Cc2cncnc2Nc2ccc(OCc3cccc(F)c3)c(Cl)c2)n1
974,4020,<RX_1>COC(=O)c1cccc(-n2c(COC(C)=O)cc(OCc3ccc(F)cc3F)c(Br)c2=O)c1,COC(=O)c1cccc(-n2c(COC(C)=O)cc(O)c(Br)c2=O)c1.Fc1ccc(CBr)c(F)c1,CC(=O)[O-].COC(=O)c1cccc(-n2c(COC(C)=O)cc(O)c(Br)c2=O)c1
975,4021,<RX_1>O=C(NCC(F)(F)F)c1ccc(-n2nnc(C(=O)NCCN3CCNC3=O)c2CCCCCF)cc1,O=C(NCCCl)NCCNC(=O)c1nnn(-c2ccc(C(=O)NCC(F)(F)F)cc2)c1CCCCCF,O=C(NCC(F)(F)F)c1ccc(-n2nnc(C(=O)NCCN3CCNC3=O)c2CCCCCF)cc1.O=C1NCCN1
976,4022,<RX_2>CCOCC(=O)OC(CC)C(C)C1OC1CC(C)/C=C/C=C(\C)C1OC(=O)C(O[SiH](C)C)C(C(C)(C)C)CCC(C)(O)C(OC(C)=O)C=CC1C,CCC(O)C(C)C1OC1CC(C)/C=C/C=C(\C)C1OC(=O)C(O[SiH](C)C)C(C(C)(C)C)CCC(C)(O)C(OC(C)=O)C=CC1C.CCOCC(=O)O,
977,4025,<RX_6>NC(=O)c1c(-c2ccc(F)c(Cl)c2)nn2c1CN[C@@H]1COC[C@@H]12,CC(C)(C)OC(=O)N1Cc2c(C(N)=O)c(-c3ccc(F)c(Cl)c3)nn2[C@H]2COC[C@H]21,
978,4026,<RX_1>Cc1ccccc1Cn1c(N2CCCCC(N)C2)nc2c1c(=O)[nH]c(=O)n2C,Cc1ccccc1Cn1c(Br)nc2c1c(=O)[nH]c(=O)n2C.NC1CCCCNC1,Cc1ccccc1Cn1c(Cl)nc2c(c1=O)n(Cc1ccccc1C)c(=O)n2C.NC1CCCCNC1
979,4028,<RX_1>Clc1cnc(N[C@H]2CC[C@H](NC[C@H]3CCCO3)CC2)cc1-c1cc(NCC2CCOCC2)cnc1Cl,CS(=O)(=O)OC[C@H]1CCCO1.N[C@H]1CC[C@H](Nc2cc(-c3cc(NCC4CCOCC4)cnc3Cl)c(Cl)cn2)CC1,NC[C@H]1CCCO1.O=C1CCC(Nc2cc(-c3cc(NCC4CCOCC4)cnc3Cl)c(Cl)cn2)CC1
980,4032,<RX_5>CC(C)(C)OC(=O)Nc1ncc(C[C@H]2C(=O)N([Si](C)(C)C(C)(C)C)[C@@H]2C(=O)OCc2ccccc2)s1,CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.CC(C)(C)[Si](C)(C)N1C(=O)[C@H](Cc2cnc(N)s2)[C@H]1C(=O)OCc1ccccc1,
981,4034,<RX_3>C=CCc1cc(OC)c(Oc2ccccc2C)nn1,CCOC(C)=O.COc1cc(Cl)nnc1Oc1ccccc1C,C=CC[Sn](CCCC)(CCCC)CCCC.COc1cc(Cl)nnc1Oc1ccccc1C
982,4041,<RX_4>Nc1snc2nc(-c3ccccc3)sc12,NC(=S)c1sc(-c2ccccc2)nc1N,NC(=O)c1cnc(Br)s1.NC(=S)c1ccccc1
983,4045,<RX_1>CC(=O)Nc1ncc(Sc2nnc(C)s2)s1,CC(=O)Nc1ncc(Cl)s1.Cc1nnc(S)s1,CC(=O)Nc1ncc(Br)s1.Cc1nnc(S)s1
984,4051,<RX_1>CC(C)Oc1nc(Cl)ccc1[N+](=O)[O-],CC(C)I.O=[N+]([O-])c1ccc(Cl)nc1O,CC(C)[O-].O=[N+]([O-])c1ccc(Cl)nc1Cl
985,4053,<RX_1>COC(=O)CCc1cccc(OCCC(NC(=O)OCc2ccccc2)C(=O)OC(C)(C)C)c1,CC(C)(C)OC(=O)[C@H](CCO)NC(=O)OCc1ccccc1.COC(=O)CCc1cccc(O)c1,CC(C)(C)OC(=O)C(CCO)NC(=O)OCc1ccccc1.COC(=O)CCc1cccc(O)c1
986,4056,<RX_1>CC1(C)CN(CC2Cc3nccnc3C2)c2nc(-c3ccncn3)cc(=O)n2C1,CC1(C)CNc2nc(-c3ccncn3)cc(=O)n2C1.CS(=O)(=O)OCC1Cc2nccnc2C1,CC1(C)CNC1.O=c1cc(-c2ccncn2)nc2n1CC(CBr)C2
987,4061,<RX_1>O=Cc1ncsc1S(=O)(=O)c1ccccn1,O=Cc1ncsc1Cl.O=S(O)c1ccccn1,O=Cc1ncsc1Br.O=S([O-])c1ccccn1
988,4065,<RX_1>COCCC(=O)c1sc(NC(=O)OC(C)(C)C)nc1-c1ccco1,C=CC(=O)c1sc(NC(=O)OC(C)(C)C)nc1-c1ccco1.CO,CC(C)(C)OC(=O)Nc1nc(-c2ccco2)c(C(=O)CCO)s1.CI
989,4067,<RX_1>COc1ccc(C(=O)N2CC[C@@](CCN3CCC(N4CCCCC4)CC3)(c3ccc(Cl)c(Cl)c3)C2)c(OC)c1,C1CCN(C2CCNCC2)CC1.COc1ccc(C(=O)N2CC[C@](CCOS(C)(=O)=O)(c3ccc(Cl)c(Cl)c3)C2)c(OC)c1,C1CCNCC1.COc1ccc(C(=O)N2CC[C@@](CCO)(c3ccc(Cl)c(Cl)c3)C2)c(OC)c1
990,4072,<RX_1>Cc1cc([C@H](C)Nc2ncc(F)c(N3C(=O)OC[C@@H]3[C@H](C)F)n2)ncc1-c1ccnc(C(F)(F)F)c1,C[C@H](F)[C@H]1COC(=O)N1c1nc(F)ncc1F.Cc1cc([C@H](C)N)ncc1-c1ccnc(C(F)(F)F)c1,C[C@H](F)[C@H]1COC(=O)N1c1nc(Cl)ncc1F.Cc1cc([C@H](C)N)ncc1-c1ccnc(C(F)(F)F)c1
991,4077,<RX_6>CC(C)C1(CCc2ccc(O)cc2)CC(O)=CC(=O)O1,CC(C)C1(CCc2ccc(OCc3ccccc3)cc2)CC(O)=CC(=O)O1,COc1ccc(CCC2(C(C)C)CC(O)=CC(=O)O2)cc1
992,4078,<RX_1>CC(=O)OCC1OC(Oc2ccsc2C(=O)c2ccc(OC(F)(F)F)cc2)C(OC(C)=O)C(OC(C)=O)C1OC(C)=O,CC(=O)OC[C@H]1O[C@H](Br)[C@H](OC(C)=O)[C@@H](OC(C)=O)[C@@H]1OC(C)=O.O=C(c1ccc(OC(F)(F)F)cc1)c1sccc1O,CC(=O)OCC1OC(Br)C(OC(C)=O)C1OC(C)=O.O=C(c1ccc(OC(F)(F)F)cc1)c1sccc1O
993,4086,<RX_6>O=C(O)C(F)(F)F,CC(=O)OCC(C)(C)CC1NC(C(=O)OC(C)(C)C)C(c2cccc(Cl)c2F)C12C(=O)Nc1cc(Cl)ccc12,CCCCCCCCCCCCCCCCCCCCCNC(=O)OC(C)(C)C
994,4091,<RX_6>CC(=O)SCCOCCOCCOCCOCCC(=O)NCCCCCN,CC(=O)SCCOCCOCCOCCOCCC(=O)NCCCCCNC(=O)OC(C)(C)C,CC(=O)SCCOCCOCCOCCOCCOCCCCCNC(=O)OC(C)(C)C
995,4097,<RX_3>COC=Cc1cc(OCc2ccccc2)cc(C(=O)OC)c1,COC(=O)c1cc(C=O)cc(OCc2ccccc2)c1.[Li]CCCC,CC(C)(C)[O-].COC(=O)c1cc(C=O)cc(OCc2ccccc2)c1
996,4102,<RX_9>C[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@H](O)[C@@H]1O,O=c1[nH]c(=O)n([C@@H]2O[C@H](CI)[C@@H](O)[C@H]2O)cc1F,C[C@H]1O[C@@H](n2cc(F)c(=O)[nH]c2=O)[C@H](O)[C@@H](O)[C@@H]1O
997,4104,<RX_6>CN(C)C(=O)[C@@H](N)Cc1ccccn1,CN(C)C(=O)[C@H](Cc1ccccn1)NC(=O)OCC1c2ccccc2-c2ccccc21,CN(C)C(=O)[C@H](Cc1ccccn1)NC(=O)OC(C)(C)C
998,4108,<RX_9>C#CCOc1nc(N)c(C(F)(F)F)cc1Cl,C#CCOc1nc(F)c(C(F)(F)F)cc1Cl.N,C#CCOc1nc(Cl)c(C(F)(F)F)cc1Cl.N
999,4111,<RX_9>Nc1nc(-c2ccccn2)nc(Cl)c1Cc1ccccc1F,Fc1ccccc1Cc1c(Cl)nc(-c2ccccn2)nc1Cl.[NH4+],OC(c1ccccc1F)c1c(Cl)nc(-c2ccccn2)nc1Cl
1000,4117,<RX_6>CC(C)(C)OC(=O)NCCC[C@@H](CC(=O)NCCNC(=O)OC(C)(C)C)NC(=O)[C@@H](N)CCCNC(=O)OC(C)(C)C,CC(C)(C)OC(=O)NCCC[C@@H](CC(=O)NCCNC(=O)OC(C)(C)C)NC(=O)[C@H](CCCNC(=O)OC(C)(C)C)NC(=O)OCc1ccccc1,
1001,4118,<RX_6>COc1ccc(CC2c3cc(OC)c(OC)cc3CCC2C2(CC(=O)O)C=CC=CC2)cc1OC,COC(=O)CC1(C2CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)C=CC=CC1,COC(=O)CC1(CC2CCc3cc(OC)c(OC)cc3C2Cc2ccc(OC)c(OC)c2)C=CC=CC1
1002,4120,<RX_2>O=C(CC(=O)N1CCCC1)Nc1cccc(C(F)(F)F)c1,C1CCNC1.O=C([O-])CC(=O)Nc1cccc(C(F)(F)F)c1,C1CCNC1.O=C(O)CC(=O)Nc1cccc(C(F)(F)F)c1
1003,4126,<RX_1>CC(Oc1ccn(Cc2cccc(F)c2)c(=O)c1Br)c1ccccc1,CC(Br)c1ccccc1.O=c1c(Br)c(O)ccn1Cc1cccc(F)c1,CC(O)c1ccccc1.O=c1[nH]ccc(Oc2cccc(F)c2)c1Br
1004,4134,<RX_1>N#Cc1cccnc1-n1c(/C=C/c2ccccc2)nc2ccccc21,C(=C/c1nc2ccccc2n1-c1ccccn1)\c1ccccc1.N#Cc1cccnc1Cl,C(=C/c1nc2ccccc2[nH]1)\c1ccccc1.N#Cc1cccnc1Cl
1005,4137,<RX_7>CON=C1CC(C)(C)[C@H](n2cncc2CO)c2ccccc21,CO/N=C1\CC(C)(C)[C@H](n2cncc2C(=O)OC)c2ccccc21,CON=C1CC(C)(C)[C@H](n2cncc2C(=O)OC)c2ccccc21
1006,4139,<RX_1>N#Cc1ccc(C#CCCCN=[N+]=[N-])cc1,CS(=O)(=O)OCCCC#Cc1ccc(C#N)cc1.[N-]=[N+]=[N-],N#Cc1ccc(C#CCCCCl)cc1.[N-]=[N+]=[N-]
1007,4140,<RX_1>CC(C)(C)OC(=O)N1CC2CC1CN2Cc1ccc(Cc2nc3ccccc3s2)cc1,CC(C)(C)OC(=O)N1C[C@@H]2C[C@H]1CN2.ClCc1ccc(Cc2nc3ccccc3s2)cc1,CC(C)(C)OC(=O)N1CC2CC1CN2.O=Cc1ccc(Cc2nc3ccccc3s2)cc1
1008,4141,<RX_6>CCc1ccc(N2Cc3cnc(Nc4ccc(F)cc4)nc3N([C@H]3CC[C@H](O)C3)C2=O)cc1,CCc1ccc(N2Cc3cnc(Nc4ccc(F)cc4)nc3N([C@H]3CC[C@H](O[Si](C)(C)C(C)(C)C)C3)C2=O)cc1,CCc1ccc(N2Cc3cnc(Nc4ccc(F)cc4)nc3N([C@H]3CC[C@H](OC(C)=O)C3)C2=O)cc1
1009,4143,<RX_1>CC(C)Oc1ccc(-c2noc(-c3ccc(N[C@H]4CC[C@@H](C(=O)O)C4)cc3)n2)cc1Cl,CC(C)Oc1ccc(-c2noc(-c3ccc(F)cc3)n2)cc1Cl.N[C@H]1CC[C@@H](C(=O)O)C1,CC(C)Oc1ccc(-c2noc(-c3ccc(N)cc3)n2)cc1Cl.O=C(O)[C@@H]1CC[C@H](Nc2ccc(Br)cc2)C1
1010,4146,<RX_7>O=C(O)C(O)Cc1cccc([N+](=O)[O-])c1,O=C(O)C(O)=Cc1cccc([N+](=O)[O-])c1,O=C(O)C(=O)Cc1cccc([N+](=O)[O-])c1
1011,4147,<RX_1>COc1nc(Cl)ncc1I,CN(C)C=O.Clc1ncc(I)c(Cl)n1,C[O-].Clc1ncc(I)c(Cl)n1
1012,4153,<RX_9>N#Cc1ccc(S(N)(=O)=O)s1,NS(=O)(=O)c1ccc(Br)s1.[C-]#N,N#C[Cu].NS(=O)(=O)c1ccc(Br)s1
1013,4154,<RX_3>COC(=O)c1ccccc1Nc1c(-c2cc(F)c3nccnc3c2)c(C)nn1-c1cc(F)ccc1F,CC1(C)OB(c2cc(F)c3nccnc3c2)OC1(C)C.COC(=O)c1ccccc1Nc1c(Br)c(C)nn1-c1cc(F)ccc1F,COC(=O)c1ccccc1Nc1c(Br)c(C)nn1-c1cc(F)ccc1F.OB(O)c1cc(F)c2nccnc2c1
1014,4162,<RX_3>C=Cc1cn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)nc1-c1ccccc1,CN(C)C=O.FC(F)(F)c1cc(Cl)c(-n2cc(I)c(-c3ccccc3)n2)c(Cl)c1,CC(C)(C)[O-].FC(F)(F)c1cc(Cl)c(-n2cc(Br)c(-c3ccccc3)n2)c(Cl)c1
1015,4164,<RX_9>NC(=O)N1CC(Oc2cccc(C(F)(F)F)c2)C1,FC(F)(F)c1cccc(OC2CN(C(c3ccccc3)c3ccccc3)C2)c1.O=C(Cl)N1CC(Oc2cccc(C(F)(F)F)c2)C1,COC(=O)N1CC(Oc2cccc(C(F)(F)F)c2)C1.N
1016,4166,<RX_3>CN(C)C1CCN(Cc2cc3nc(-c4ccc(OCc5ccccc5)c5nccn45)nc(N4CCOCC4)c3s2)CC1,Brc1ccc(OCc2ccccc2)c2nccn12.CCCC[Sn](CCCC)(CCCC)c1nc(N2CCOCC2)c2sc(CN3CCC(N(C)C)CC3)cc2n1,CN(C)C1CCN(Cc2cc3nc(Cl)nc(N4CCOCC4)c3s2)CC1.OB(O)c1ccc(OCc2ccccc2)c2nccn12
1017,4170,<RX_1>COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1OCC1CCN(C)CC1,COc1cc2c(Cl)ncnc2cc1OCC1CCN(C)CC1.Cc1cc2c(F)c(O)ccc2[nH]1,CN1CCC(CO)CC1.COc1cc2c(Oc3ccc4[nH]c(C)cc4c3F)ncnc2cc1O
1018,4172,<RX_1>O=C(NCCCN1CC=C(c2ccc(Cl)cc2)CC1)C(F)(F)F,CS(=O)(=O)OCCCNC(=O)C(F)(F)F.Clc1ccc(C2=CCNCC2)cc1,Clc1ccc(C2=CCNCC2)cc1.O=C(NCCCBr)C(F)(F)F
1019,4177,<RX_6>CCCCn1c(=O)c(NC(=O)Nc2c(C(C)C)cccc2C(C)C)c(-c2cccc(OCCNCC)c2)c2cccnc21,CCCCn1c(=O)c(NC(=O)Nc2c(C(C)C)cccc2C(C)C)c(-c2cccc(OCCN(CC)Cc3ccccc3)c2)c2cccnc21,CCCCn1c(=O)c(NC(=O)Nc2c(C(C)C)cccc2C(C)C)c(-c2cccc(OCCN(CC)C(=O)OC(C)(C)C)c2)c2cccnc21
1020,4182,<RX_4>CC(C)(C)OC(=O)N1CCc2c(C(F)(F)F)n[nH]c2C1,CC(C)(C)OC(=O)N1CCC(C(=O)C(F)(F)F)C(=O)C1.NN,CC(C)(C)OC(=O)N1CCC(=O)C(C(F)(F)F)C1.NN
1021,4184,<RX_9>Nc1cc(Cl)nc(-c2ccco2)n1,Clc1cc(Cl)nc(-c2ccco2)n1.[NH4+],Clc1cc(Cl)nc(-c2ccco2)n1.N
1022,4187,<RX_9>CC(c1oc2ccccc2c(=O)c1-c1ccccc1)n1cnc2c(N)ncnc21,CC(c1oc2ccc(Br)cc2c(=O)c1-c1ccccc1)n1cnc2c(N)ncnc21,CC(c1oc2ccccc2c(=O)c1-c1ccccc1)n1cnc2c(Cl)ncnc21.N
1023,4190,<RX_6>CC(C)(C)OC(=O)N(CC1NCCc2c1[nH]c1ccccc21)[C@H](C(=O)OC1CCCC1)c1ccccc1,CC(C)(C)OC(=O)N(CC1c2[nH]c3ccccc3c2CCN1C(=O)OCc1ccccc1)[C@H](C(=O)OC1CCCC1)c1ccccc1,CC(C)(C)OC(=O)N(CC1CCCC1)[C@H](C(=O)OCc1ccccc1)c1ccccc1
1024,4191,<RX_1>O=C(Nc1cnccn1)C(CC1CCCC1)n1ncc(Oc2ccccc2C(F)(F)F)cc1=O,O=C(Nc1cnccn1)C(Br)CC1CCCC1.O=c1cc(Oc2ccccc2C(F)(F)F)cn[nH]1,O=C(Nc1cnccn1)C(CC1CCCC1)n1ncc(Br)cc1=O.Oc1ccccc1C(F)(F)F
1025,4194,<RX_2>CC(=O)OC[C@H]1O[C@@H](OC(C)=O)[C@H](NC(=O)CC2CC2)[C@@H](OC(C)=O)[C@@H]1OC(C)=O,CC(=O)OC[C@H]1O[C@@H](OC(C)=O)[C@H](N)[C@@H](OC(C)=O)[C@@H]1OC(C)=O.O=C(O)CC1CC1,CC(=O)OC[C@H]1O[C@@H](N)[C@@H](OC(C)=O)[C@@H]1OC(C)=O.O=C(O)CC1CC1
1026,4201,<RX_6>CCCCOC(=O)N1CCN(C(=O)CNC(=O)c2cc(OCC(=O)O)c3cc(C)c(C)cc3n2)CC1,CCCCOC(=O)N1CCN(C(=O)CNC(=O)c2cc(OCC(=O)OCc3ccccc3)c3cc(C)c(C)cc3n2)CC1,CCCCOC(=O)N1CCN(C(=O)CNC(=O)c2cc(OCC(=O)OCC)c3cc(C)c(C)cc3n2)CC1
1027,4202,<RX_6>Cc1c(CCC(=O)O)ccc(OCc2cc(F)cc3cc(C#N)oc23)c1C,Cc1c(CCC(=O)OC(C)(C)C)ccc(OCc2cc(F)cc3cc(C#N)oc23)c1C,CCOC(=O)CCc1ccc(OCc2cc(F)cc3cc(C#N)oc23)c(C)c1C
1028,4208,<RX_1>CN(CCF)[C@H]1CC[C@H](CNc2nc(N3CCOCC3)cc(-n3c(C(F)F)nc4ccccc43)n2)CC1,CN[C@H]1CC[C@H](CNc2nc(N3CCOCC3)cc(-n3c(C(F)F)nc4ccccc43)n2)CC1.FCCBr,C1COCCN1.CN(CCF)[C@H]1CC[C@H](CNc2nc(Cl)cc(-n3c(C(F)F)nc4ccccc43)n2)CC1
1029,4220,<RX_6>COc1cc(N2CCC(C(=O)O)CC2)ccc1Cl,COc1cc(N2CCC(C(=O)OC(C)(C)C)CC2)ccc1Cl,COC(=O)C1CCN(c2ccc(Cl)c(OC)c2)CC1
1030,4238,<RX_1>COc1cc(C2CCN(CC(N)=O)CC2)ccc1Nc1ncc2c(OCOCC[Si](C)(C)C)cc(-c3ccccc3N(C)S(C)(=O)=O)n2n1,CN(c1ccccc1-c1cc(OCOCC[Si](C)(C)C)c2cnc(O)nn12)S(C)(=O)=O.COc1cc(C2CCN(CC(N)=O)CC2)ccc1N,COc1cc(C2CCNCC2)ccc1Nc1ncc2c(OCOCC[Si](C)(C)C)cc(-c3ccccc3N(C)S(C)(=O)=O)n2n1.NC(=O)CBr
1031,4241,<RX_3>COC(=O)c1cc(F)cc2c1-c1c(C(=O)OC)cc(F)cc1-2,COC(=O)c1cc(F)cc(I)c1-c1c(I)cc(F)cc1C(=O)OC,Bc1c(B(O)O)cc(F)cc1C(=O)OC.COC(=O)c1cc(F)cc2c1-c1cc(F)cc(Br)c1-2
1032,4243,<RX_3>O=Cc1ccc(C#Cc2ccc(C#Cc3ccsc3)nn2)cc1,C#Cc1ccc(C=O)cc1.Ic1ccc(C#Cc2ccsc2)nn1,C#Cc1ccsc1.O=Cc1ccc(-c2ccc(Cl)nn2)cc1
1033,4246,<RX_3>Nc1nc(C(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,FC(F)(F)[Zn+].Nc1nc(I)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,Nc1nc(C(F)(F)F)nc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O.OB(O)c1ccccc1
1034,4253,<RX_2>CCNC(=O)Cn1c2c(c3cc(C)ccc31)CN(C)CC2,CCN.CCOC(=O)Cn1c2c(c3cc(C)ccc31)CN(C)CC2,CCN.Cc1ccc2c(c1)c1c(n2CC(=O)O)CCN(C)C1
1035,4254,<RX_4>Cc1nc(-c2c(C)c(C#N)c3nc(C4CC4)oc3c2F)cs1,CC(N)=S.Cc1c(C(=O)CBr)c(F)c2oc(C3CC3)nc2c1C#N,Cc1c(C(N)=S)c(F)c2oc(C3CC3)nc2c1C#N.Cc1nc(C(=O)CBr)cs1
1036,4256,<RX_6>COc1ccc(C(=O)c2sc(C(C)C)cc2O)cc1,COc1ccc(C(=O)c2sc(C(C)C)cc2OCc2ccccc2)cc1,COc1ccc(C(=O)c2sc(C(C)C)cc2OC)cc1
